record_name,quality_score,mean_rr,std_rr,rmssd,cv_rr,pnn50,tri_index,heart_rate,peak_amplitude_mean,peak_amplitude_std,peak_amplitude_cv,mean_rise_time,mean_fall_time,rise_fall_ratio,total_power,vlf_power,lf_power,hf_power,lf_hf_ratio,peak_frequency,spectral_entropy,mean,std,variance,skewness,kurtosis,min_val,max_val,range_val,iqr,energy,zero_crossing_rate,signal_entropy,pulse_width_mean,pulse_width_std,systolic_area,diastolic_area,area_ratio,amplitude_ratio,slope_mean,slope_std
a165l,0.991672456819104,0.8407857142857144,0.07381385163963165,0.08924875435238684,0.08779151499064167,20.460358056265985,2.684931506849315,72.27204873963858,0.81327767446428,0.06766276660581863,0.08319761962037045,0.22791815856777495,0.6129718670076726,0.3718248272639274,0.038527507590909754,0,0,0,0,0.9765625,1.8596791272080673,0.48554190821796356,0.19127255256876108,0.03658518936616947,0.2621988957882029,-0.753412455579149,0.0,1.0,1.0,0.28954515448557905,22467.731055174136,0.010072727272727273,-22.50274274856084,0.8407468030690538,0.07390416711451125,72.59111497492374,28.43709569909193,2.5526908845683036,5.5510155752026,-2.359303812317569e-06,0.007970714663793264
a167l,0.9952398566362722,11.29241379310345,12.420409292820791,15.19129175359545,1.0998896710999233,100.0,2.9,18.988728485527183,0.7818389864517813,0.09793217882678804,0.1252587559891756,5.52642857142857,6.122,0.9027161991879403,0.003005070923131036,0,0,0,0,0.9765625,1.8985465982488345,0.5489046138398728,0.06135942212132562,0.003764978683063024,-0.39723263110659307,14.279811849470445,0.0,1.0,1.0,0.0005878336845013266,25167.55343666544,0.003987878787878788,-178.1055740389519,11.574142857142858,12.548877262568967,839.2240554394048,747.2554531702408,1.123075183832883,4.844239975054462,-5.655914121648594e-07,0.002319312318754
a170s,0.9961533622494645,1.2398942731277531,1.5813827405412455,2.0041046905337727,1.2754174084150374,69.91150442477876,2.2254901960784315,86.54994031038598,0.6353213099499205,0.06685138717250602,0.10522453147018729,0.5005663716814159,0.7377876106194691,0.6784694734316901,0.002926426294717943,0,0,0,0,0.9765625,2.225640556507031,0.5468140629345899,0.05924811917900275,0.0035103396262493136,-0.3250152968776815,19.344375856814807,0.0,1.0,1.0,0.043573857418633066,22688.696928696212,0.01324,-125.34125053261386,1.2387256637168143,1.584779710259233,100.07187708301582,68.14203141170292,1.4685778367576274,1.496844419576021,-2.1733236064338297e-07,0.0031036707109278775
a171l,0.996488647693885,1.184,1.462942689729449,1.844867426192115,1.23559348794717,65.1685393258427,1.900709219858156,90.57331585316659,0.6346200385839313,0.061751621577331654,0.09730487192796816,0.4911310861423221,0.6914007490636703,0.7103421377651623,0.0028521641238895713,0,0,0,0,0.9765625,2.3187950601966465,0.5468063398397953,0.05847688508456184,0.0034195460891930513,-0.2822617986046125,18.4853837553678,0.0,1.0,1.0,0.047196694293714536,24949.37934870041,0.013806060606060606,-122.93261612108165,1.184704119850187,1.4656343945106298,93.73757404195958,67.08852155475606,1.3972222351824144,1.4679914845955147,1.80335153788904e-08,0.0031166117109310554
a172s,0.9949293254219372,9.064533333333333,9.929932325158225,13.230656396779986,1.0954708819529109,100.0,2.3076923076923075,21.62273476112026,0.7737990831076658,0.10537790361876713,0.13618251290187292,4.7668965517241375,4.479172413793103,1.0642360041879657,0.003159222212574568,0,0,0,0,0.9765625,1.8543691749992879,0.5488986608289151,0.06324732432635284,0.0040002240344428645,-0.3461479636212809,13.356712790881183,0.0,1.0,1.0,0.0007398754251816131,22896.74729206645,0.00416,-175.59106060306672,9.247724137931034,10.049722009867947,613.9073801560473,653.4582435442422,0.9394745360104848,4.744779441108217,-2.989627306951421e-06,0.002491447479749592
a178s,0.995321729734661,0.7566666666666666,0.13548371999557138,0.17456120757451646,0.17905337444348643,20.0,4.125,81.29755706848218,0.5574549065322746,0.03141675317492289,0.05635747897593215,0.25405569620253166,0.5015189873417721,0.5065724381625442,0.007921633493833668,0,0,0,0,0.9765625,1.7522226054462298,0.44382617207091457,0.08427427081420369,0.007102152721265745,-0.14555424523984845,-0.5346426352665947,0.0,1.0,1.0,0.14611331997097082,15306.286780229013,0.011146666666666666,-84.79150576998232,0.7555037974683544,0.13366679472066237,55.153030823951454,27.789421093896863,1.984677213584192,1.8317720260653465,1.0311183641810304e-07,0.0034542781345620823
a185l,0.9913113653093859,1.6823529411764704,2.2955074751006546,2.314079764808192,1.36446248519969,90.78947368421053,1.7,50.81585081585082,0.839633086979028,0.09766448428284959,0.11631805105994948,0.4403157894736842,1.2491842105263156,0.3524826729023153,0.010387743762847236,0,0,0,0,0.9765625,1.7506584736763022,0.6052908313741253,0.11021561766879316,0.01214748237811359,0.1271040145694218,1.3204910171743691,0.0,1.0,1.0,0.07522461360148047,31228.269016204715,0.006266666666666667,-84.01527083611613,1.6871842105263157,2.3022706566763165,187.72841486994378,66.29235222687385,2.8318261241838774,2.2058899172050155,1.8949231868838525e-06,0.004422858746111884
a186s,0.9481459629053346,4.714976744186046,7.094580445462127,10.056732783847561,1.5046904428977996,95.23809523809523,2.5294117647058822,27.669845755327913,0.4222835992852188,0.12123410253752041,0.2870916671704232,2.3854285714285712,2.399904761904762,0.993968014603754,0.000685934923558964,0,0,0,0,0.9765625,2.3971529889751486,0.3468237736686148,0.02905000942848077,0.0008439030477948216,3.8095293422893386,100.92985872866656,0.0,1.0,1.0,0.00402348274029507,9084.797477215001,0.012306666666666667,-215.36780542580493,4.783619047619048,7.164417089744822,208.69039029113983,205.39956378036524,1.016021584710822,1.8313332398568394,-9.870258907094537e-08,0.001955398505972032
a203l,0.9802585068195087,2.329435897435898,1.5618171718768794,2.236631241475632,0.670470122657607,89.65517241379311,4.0344827586206895,39.26873857404022,0.6875425516314154,0.09887442916782369,0.14380845073983037,0.6474827586206897,1.6845862068965516,0.3843571530919289,0.009177107341055118,0,0,0,0,0.9765625,1.4521477029465157,0.4530622505971026,0.11245779796165618,0.012646756322384682,-0.15822592802903865,2.499423186436041,0.0,1.0,1.0,0.08041691926586314,17977.753137175958,0.005115151515151515,-77.99060929946977,2.335172413793104,1.5673068944236692,190.45521240926269,73.23102062967415,2.600745022688209,8.819919323583367,-4.2044012254702825e-06,0.0032267295598063773
a219l,0.9079140818098141,4.1778666666666675,7.422980514291786,11.18734371638645,1.776739447794357,92.85714285714286,1.5,35.24610437793717,0.49692488333040574,0.15714025694316883,0.31622537372250314,0.8591428571428571,3.5308571428571427,0.24332416248583913,0.0005046789651020738,0,0,0,0,0.9765625,2.462002283284494,0.3511970256740718,0.024637249334496694,0.0006069940547701577,3.496591922226243,122.03814374908852,0.0,1.0,1.0,0.002264461973221832,10225.573454009493,0.012351515151515152,-247.90893069005685,4.332571428571429,7.660117247464164,308.7331034971592,70.92906383504628,4.352702359285587,2.8346011621323686,1.4474524237175887e-05,0.0034006264547920373
a223l,0.993251830115685,0.8094447174447175,0.18659192559738175,0.23962910585816624,0.23051843019795282,54.187192118226605,3.876190476190476,79.58864025448936,0.7305232214866699,0.06001071133467614,0.08214757528521792,0.2902660098522168,0.5195270935960591,0.5587119775468408,0.011961607813985779,0,0,0,0,0.9765625,2.063957412791262,0.5786566478471584,0.10757390219398263,0.011572144433240542,-0.17007455457112708,0.4412815823209342,0.0,1.0,1.0,0.15213595576462202,28579.291993803457,0.013054545454545454,-59.49333178271544,0.8095665024630543,0.18680542091132127,74.51718064729408,41.410678726516615,1.7994677445216163,1.8694108565427807,-6.243705691195601e-08,0.005277607323812994
a225l,0.9946934129040178,0.7748988235294118,0.11096170668999776,0.14117726044914078,0.14319508988877197,17.21698113207547,1.9406392694063928,79.98008089101576,0.7318092303075048,0.042601796698177964,0.058214347310537165,0.23515094339622647,0.5397358490566038,0.43567782982591075,0.015776311031734748,0,0,0,0,0.9765625,1.7817789424814625,0.5507150742184401,0.12046611526529029,0.014512084927110206,0.029213542523842225,-0.7405803641498268,0.0,1.0,1.0,0.20183983655828502,26218.4321766289,0.010727272727272728,-55.27009798248392,0.7749056603773585,0.11109239128726321,72.9822758204775,32.55249768694375,2.241986975073966,1.9989572950564856,-3.721490266367042e-07,0.004929146649586724
a226s,0.9943374232682307,0.8088972972972972,0.17162402415853986,0.21178155130760268,0.2121703518258415,35.230352303523034,2.138728323699422,78.7859348061425,0.5420940125878794,0.04486200960918904,0.08275688084991792,0.27242276422764233,0.5334742547425474,0.5106577530327354,0.005510246082544697,0,0,0,0,0.9765625,1.8140149986983478,0.44042288184068873,0.07372176152997319,0.005434898123082235,-0.017492175274964765,2.772932849634934,0.0,1.0,1.0,0.11057737706697751,14955.540972895466,0.010733333333333333,-91.29777381573766,0.8073821138211383,0.16936702758325814,58.101155074270714,29.90291142336625,1.9429932507734333,1.6934871371052496,-1.3894646191065845e-07,0.0029694489040517588
a239l,0.9943776377176549,0.82297,0.30637091751665985,0.36893289186075817,0.37227470930490764,71.67919799498746,5.063291139240507,81.29093405591942,0.47254040013257204,0.049115068264518114,0.103938347389427,0.3241303258145363,0.49928822055137845,0.6491848044333788,0.0025961355284580103,0,0,0,0,0.9765625,2.0037358497941873,0.41183269072909234,0.05198581765492909,0.002702525237251537,0.05722508752425304,8.279999127056012,0.0,1.0,1.0,0.05929778177108458,14215.466957209299,0.011793939393939395,-118.10538885832054,0.8219448621553885,0.3060686557334395,51.07818767124829,32.74415038535404,1.5599179416772648,1.4791494837683512,-1.319732669798584e-07,0.0023900925167312966
a266s,0.9876036438815881,1.0750085470085469,0.3263388856741057,0.4644814683954126,0.30356864285611224,83.62068965517241,11.7,66.7853962600178,0.6213896766722858,0.08985277387969831,0.14459972100097454,0.34234482758620693,0.7353103448275862,0.46557869067717134,0.007816992116746605,0,0,0,0,0.9765625,1.84079790564913,0.36108290427667755,0.08932446193352678,0.007978859499714074,0.9846950383696548,3.78472052148764,0.0,1.0,1.0,2.94906876938672e-05,10376.979244544575,0.004026666666666666,-140.6487941308448,1.0768620689655173,0.32712870230473734,65.07169819413755,31.279658162645017,2.0803199912088504,3.7975153102796386,3.765073283028758e-07,0.005471974636612879
a267l,0.9844067352425225,1.0678831168831169,0.25255234633049495,0.3440572636225921,0.23649811701081289,83.06188925081433,12.32,62.753110292239775,0.7064260514531261,0.06769887041411277,0.09583291878159851,0.36732247557003256,0.6992833876221498,0.5252841438419974,0.01604930494189458,0,0,0,0,0.9765625,1.7940006184643638,0.44744015148630634,0.1314568857303383,0.017280912805919226,0.7200911992334009,-0.24296590926222272,0.0,1.0,1.0,0.19087704758078433,17942.397162360663,0.008581818181818182,-54.54244881320844,1.0679218241042345,0.25296242284946463,77.83230206348884,40.599602743538014,1.9170705328067579,2.4191050057238783,1.30733932800076e-07,0.004940814919137327
a272s,0.9956124049042006,0.7032394366197183,0.22336644126468658,0.26072066638905506,0.31762502162613154,41.411764705882355,3.354330708661417,89.32505507710796,0.6462388109162713,0.04547506571602741,0.07036882488000136,0.22794352941176474,0.4754541176470589,0.4794227685729556,0.0033825410309413833,0,0,0,0,0.9765625,2.1442708346029162,0.5805162039367375,0.05928174032555413,0.003514324736026431,-1.3022006944214877,13.093449115279792,0.0,1.0,1.0,0.05956635173419789,25538.504082685962,0.013386666666666667,-115.0401116049009,0.7035858823529412,0.22351472179593804,68.42603040702934,32.512325945690705,2.1046181230195344,1.4737521839553627,-4.2738223723631606e-08,0.002980026925184817
a273l,0.9829926303945071,0.7179346405228758,0.28361996281968255,0.33105231185988254,0.3950498371455103,47.161572052401745,3.7016129032258065,93.40519281890683,0.7187343533233714,0.07534093149339216,0.1048244475097393,0.28494323144104805,0.4334061135371179,0.6574508816120908,0.015874180881021605,0,0,0,0,0.9765625,2.028591228974245,0.5363108924775335,0.13297150891501752,0.017681422183136588,-0.11830103147499088,0.4639588665113652,0.0,1.0,1.0,0.17459516485179333,25188.140634787764,0.013684848484848485,-43.91338871387042,0.7182969432314411,0.2838233029249582,57.595540345823025,37.62908105481536,1.5306124606595863,2.5343556444277384,-3.343823679422726e-08,0.006302504024622721
a278s,0.9798137347394942,0.7556666666666667,0.16529328082795347,0.20996954571218723,0.21873835133827102,44.303797468354425,3.7009345794392523,81.4051409552071,0.7395634251691983,0.08598222240162565,0.11626078234189924,0.21506835443037975,0.5403139240506329,0.39804333158407673,0.030556798935540818,0,0,0,0,0.9765625,1.9507226522360905,0.47397741974381236,0.16760982674686772,0.028093054022115017,0.2306105760188204,-0.5931142463714676,0.0,1.0,1.0,0.2430632401857764,18956.07363368378,0.011173333333333334,-28.831971588410415,0.7553215189873417,0.16535980078044474,61.95314792789879,26.555704439268816,2.3329506498066492,3.787210294089167,-2.2094174635227103e-08,0.007972055342200017
a279l,0.9737705179666205,0.6079114391143912,0.13853378069312877,0.17544754496749207,0.22788480653521764,31.608133086876155,3.6133333333333333,101.30711029197786,0.6744473317517287,0.05445042175943577,0.08073339339635724,0.17650277264325326,0.4314972273567468,0.40904729266620976,0.017936382264413128,0,0,0,0,1.953125,2.0750886642042228,0.4775265793354629,0.13311147878676086,0.017718665784798283,0.11359390781068245,-0.604679835313906,0.0,1.0,1.0,0.20493390068626854,20274.39972992168,0.014133333333333333,-47.10299412701406,0.6079852125693161,0.1386511192461426,50.67879646448264,20.955778706766257,2.4183685642699357,2.6201967279095606,-1.424594361245954e-07,0.007493514105079355
a297l,0.967957227184383,0.7021880341880341,0.1559158183794124,0.19774662047697364,0.22204283010846745,65.0963597430407,7.428571428571429,89.69154857684549,0.8253682448646753,0.056411124886129135,0.06834661405634539,0.19729336188436833,0.5047194860813705,0.39089705732613783,0.038463820304537065,0,0,0,0,0.9765625,1.9698450684345494,0.5400642709269836,0.1899242029044375,0.03607120284888595,-0.11983693107758356,-0.9489860146031042,0.0,1.0,1.0,0.3041249190990809,27038.601115414367,0.012496969696969697,-22.05770868624363,0.7019271948608137,0.15598062750070757,67.38995528699822,26.350204708061177,2.557473690749971,3.9829285254316753,5.246971573167423e-08,0.009364684669993767
a301l,0.9570680981442943,0.5429719934102143,0.02255268493635528,0.03322411148786999,0.04153563205849693,12.046204620462046,12.387755102040817,110.50293703577842,0.7347582929151318,0.08055462627515671,0.10963418453646655,0.15015181518151813,0.39282508250825077,0.3822358140238267,0.03401487671207532,0,0,0,0,1.953125,2.043492938018837,0.42296934778186823,0.18942714180657352,0.035882642053007716,0.39139384537870026,-0.7764312407849268,0.0,1.0,1.0,0.295667616527924,17719.8211753222,0.01473939393939394,-23.526044627499463,0.5429966996699671,0.022563075994836014,39.994053786019826,16.468401598332903,2.4285328206852554,4.97668556311226,-3.8874737056990947e-07,0.010763875783603516
a302s,0.9495463715717016,0.5468592321755028,0.019724990453862338,0.030848323254579754,0.03606959395271217,9.157509157509157,11.891304347826088,109.71744915288232,0.7850444189595478,0.08085832693146162,0.10299840999905018,0.15265201465201464,0.39424175824175817,0.3872040732894786,0.04209929005215962,0,0,0,0,1.953125,2.02718103858678,0.4391008797662863,0.20914583844094817,0.043741981737167195,0.3808701735670966,-0.8345113712618306,0.0,1.0,1.0,0.33192903492374654,17741.367326152038,0.014613333333333334,-16.94394293532715,0.5468571428571428,0.019742984896985432,41.6184830648406,17.431303667525672,2.3875714552627887,6.159615610475583,2.2434707291144767e-06,0.011936995168429047
a306s,0.9836552980046186,0.787821052631579,0.1240319550461742,0.153586361531709,0.15743671057261932,16.62269129287599,5.277777777777778,78.76488115120986,0.750737819550918,0.04198728643910608,0.055928028861290544,0.25660158311345643,0.5314511873350924,0.482831893555754,0.04407714271673948,0,0,0,0,0.9765625,1.8499060620287304,0.467235590173005,0.19992407859702221,0.039969637202868315,-0.28438913888817985,-1.074540568928037,0.0,1.0,1.0,0.33802518320554664,19370.905044538842,0.01052,-23.123510066975545,0.7880211081794196,0.12413423484908896,59.57805788431779,31.59597822668761,1.885621564133327,8.515992128189657,-9.176929816062777e-07,0.008769925620475834
a310s,0.9579636443794758,0.5759,0.07734412115295561,0.09992351603039538,0.13430130431143533,10.211946050096339,2.5870646766169156,104.18475429762113,0.7785401159316191,0.08542600932307963,0.10972589282808747,0.20340655105973027,0.37247013487475916,0.546101638801523,0.030149840327663064,0,0,0,0,1.953125,2.1537535786620894,0.4884663226064892,0.17403513802324258,0.030288229266769096,0.39349659380413443,-0.442470356881405,0.0,1.0,1.0,0.24854499928047435,20166.568319060694,0.018653333333333334,-27.83544899626172,0.5758998073217726,0.07741859781120705,43.91006419147819,25.345550482941825,1.73245652016347,3.7270319143450177,-5.878889060786184e-07,0.010446656318164415
a311l,0.9585515465518402,0.5737839721254356,0.07433305327584308,0.09630405601109686,0.12954884919579635,10.645724258289704,2.006993006993007,104.56897179916926,0.7800466747613316,0.08596504430663353,0.11020500065965409,0.20197556719022683,0.3718464223385689,0.543169316837817,0.03045542798598933,0,0,0,0,1.953125,2.148577345572456,0.48841246792559934,0.174636818218549,0.03049801827749853,0.4039223117554242,-0.4626395743149989,0.0,1.0,1.0,0.24901691151711614,22196.19246097054,0.01844848484848485,-27.828876012563967,0.5738010471204189,0.07439676332555668,43.88586422710773,25.12155490790175,1.74694060092312,3.6975634475388706,1.0724785019512107e-06,0.010459738675220431
a315l,0.9836273108204727,1.602372549019608,0.2645708668016363,0.33795257194863826,0.16511195661927106,70.44334975369459,9.714285714285714,44.786529778147596,0.694553463660146,0.06237485988392429,0.08980569984522475,0.5599408866995074,1.0449261083743842,0.5358664906656609,0.008424527190096263,0,0,0,0,0.9765625,1.4462043504670345,0.5494420883032547,0.11504708537447629,0.013235831853162036,-0.28327612110973155,0.0822069071191871,0.0,1.0,1.0,0.1588208820628189,25997.60132080679,0.006763636363636364,-54.80550319492841,1.6022266009852215,0.26521352654388824,139.3787283343088,79.69483394015109,1.748905436440259,2.021312181849619,-5.419874291894745e-07,0.002815707689886729
a345l,0.9912492715523378,1.8641311475409836,1.8885798591639344,2.4595195391857256,1.013115338829675,89.25619834710744,2.7111111111111112,47.38040198344774,0.7104165000113388,0.10922031258114867,0.15374123852613986,0.6618512396694215,1.2132561983471077,0.5455164709408462,0.007712962978015092,0,0,0,0,0.9765625,1.7613862305226662,0.544589430182302,0.09494583427891096,0.009014711446918422,-0.642630348641535,5.664732367502133,0.0,1.0,1.0,0.030265377555446227,25211.36961033922,0.005357575757575757,-111.73699136808717,1.8690578512396692,1.8955869249500703,162.9754172068892,90.47422856753471,1.8013463036609996,3.8169313110403067,-5.681403393500146e-06,0.004144766275596616
a363l,0.9976378874993863,0.45219204389574763,0.01840696451716226,0.022382783807851317,0.040706077795136894,1.098901098901099,2.1441176470588235,132.50497500364025,0.7622193695003464,0.032208783139743125,0.042256579179897745,0.1321648351648352,0.3200164835164835,0.4129938361691535,0.035240935838587784,0,0,0,0,1.953125,2.0996796807554037,0.41395850094058384,0.18879401660263062,0.03564318070495437,0.5020887373882081,-0.879642320259475,0.0,1.0,1.0,0.28014365958959464,17077.8977494892,0.017781818181818183,-37.45312657110834,0.4521923076923078,0.018419600947636207,31.693540961075236,14.157116009118454,2.238700377989266,5.376951593307506,-1.609899487611955e-07,0.013984260303053006
a372s,0.9901903584747582,3.1691494252873564,4.196485969822068,4.7856452992498895,1.3241679096407895,96.51162790697676,2.806451612903226,38.08266477099624,0.7987808193921618,0.0764307673153781,0.09568427966702887,1.817813953488372,1.3776279069767443,1.319524629460819,0.012017651525230443,0,0,0,0,0.9765625,1.5878302807446953,0.5658666572950766,0.11681493356454568,0.01364572870368922,-0.2918678077953448,1.4985226904208622,0.0,1.0,1.0,0.049164401544091074,25038.810190649467,0.0064266666666666665,-95.67813054547653,3.186604651162791,4.2176723556380304,193.58630875009433,256.15766456858574,0.7557310809967445,3.2421846563426278,1.4159195206736763e-07,0.0038398271901935364
a376s,0.9856269218738622,0.9045438066465257,0.2674881600271192,0.3134481543326511,0.29571609253375525,79.0909090909091,5.171875,73.94690785694246,0.5105522994841882,0.061138217944842525,0.11974917752130498,0.33901818181818183,0.5649090909090909,0.6001287415513357,0.016849382945096747,0,0,0,0,0.9765625,1.7010669996017946,0.3328839658434535,0.12754487482126797,0.01626769509317292,-0.005882203968694602,-0.6996767414679392,0.0,1.0,1.0,0.20222660587973454,9530.957235662878,0.01028,-49.211240203048696,0.9044363636363636,0.2678860067586209,46.045718788619695,28.46323695458184,1.6177260113434062,4.925725145548719,7.303059655753165e-07,0.004803613971998128
a377l,0.9965447102870179,0.8698786279683377,0.23397272475325098,0.3189606135808511,0.26897169010774596,69.84126984126983,2.984251968503937,80.44066439378315,0.5698325108895623,0.046656776900611284,0.08187805365435477,0.36116402116402113,0.5073227513227513,0.7119018814400734,0.002888035592321697,0,0,0,0,0.9765625,1.803449311735978,0.504076048198259,0.054365743648940645,0.00295563408250233,0.22533616043422244,10.31109433833963,0.0,1.0,1.0,0.06955750341717531,21206.484457098268,0.01143030303030303,-117.13405318815782,0.8672063492063491,0.22843290555574514,63.07520511451888,45.18912410079455,1.395804994442684,1.333468198342124,-2.6466300596676226e-07,0.0021960961099773153
